id,text,type
NAKUSyssStudHelDelAr,"Employed who study aged 15-74 (LFS) by full-time/part-time studies, sex and age. Year 2005 - 2023",t
NAKUStudArbSnittTM,Employed who study aged 15-74 (LFS) - average number of hours worked/study hours per week and number of employed by sex and age. Month 2005M01 - 2024M04,t
NAKUStudArbSnittTK,Employed who study aged 15-74 (LFS) - average number of hours worked/study hours per week and number of employed by sex and age. Quarter 2005K1 - 2024K1,t
NAKUStudArbSnittTAr,Employed who study aged 15-74 (LFS) - average number of hours worked/study hours per week and number of employed by sex and age. Year 2005 - 2023,t
NAKUHemAlderM,"Employed persons aged 15-74 (LFS), at work, by work from home during the reference week, sex and age. Month 2022M07 - 2024M04",t
NAKUHemAlderK,"Employed aged 15-74 (LFS), at work, by work from home during the reference week, sex and age. Quarter 2022K3 - 2024K1",t
NAKUHemYrkeK,"Employed persons aged 15-74 (LFS), at work, by work from home during the reference week, occupation SSYK 2012 and sex. Quarter 2022K3 - 2024K1",t
NAKUHemYrkeAr,"Employed persons aged 15-74 (LFS), at work, by work from home during the reference week, occupation SSYK 2012 and sex. Year 2023",t
NAKUHemSniK,"Employed persons aged 15-74 (LFS), at work, by work from home during the reference week, industrial classification NACE Rev. 2.0 and sex. Quarter 2022K3 - 2024K1",t
NAKUHemSektorK,"Employed persons aged 15-74 (LFS), at work, by work from home during the reference week, sector and sex. Quarter 2022K3 - 2024K1",t
NAKUSektAnstM,"Employees, total/permanent employees aged 15-74 (LFS) by sector, sex and age. Month 2005M01 - 2024M04",t
NAKUSektAnstK,"Employees, total/permanent employees aged 15-74 (LFS) by sector, sex and age. Quarter 2005K1 - 2024K1",t
NAKUSektAnstAr,"Employees, total/permanent employees aged 15-74 (LFS) by sector, sex and age. Year 2005 - 2023",t
NAKUFacklOrgM,"Employees aged 15-74 (LFS) by type of employment, trade union membership and sex. Month 2005M01 - 2024M04",t
NAKUFacklOrgK,"Employees aged 15-74 (LFS) by type of employment, trade union membership and sex. Quarter 2005K1 - 2024K1",t
NAKUFacklOrgAr,"Employees aged 15-74 (LFS) by type of employment, trade union membership and sex. Year 2005 - 2023",t
NAKUOvertidM,"Overtime in main occupation for employees aged 15-74 (persons and hours) during the reference week (LFS) by type of overtime, sex and age. Month 2005M01 - 2024M04",t
NAKUOvertidK,"Overtime in main occupation for employees aged 15-74 (persons and hours) during the reference week (LFS) by type of overtime, sex and age. Quarter 2005K1 - 2024K1",t
NAKUOvertidAr,"Overtime in main occupation for employees aged 15-74 (persons and hours) during the reference week (LFS) by type of overtime, sex and age. Year 2005 - 2023",t
NAKUAnkSektTimM,"Number of hours actually worked per week for persons aged 15-74 (LFS) by degree of attachment to the labour market, sector and sex. Month 2001M01 - 2024M04",t
NAKUAnkSektTimK,"Number of hours actually worked per week for persons aged 15-74 (LFS) by degree of attachment to the labour market, by sector and sex. Quarter 2001K1 - 2024K1",t
NAKUAnkSektTimAr,"Number of hours actually worked per week for persons aged 15-74 (LFS) by degree of attachment to the labour market, by sector and sex. Year 2001 - 2023",t
NAKUFaktMedArbtidM,"Average number of hours (actually) worked per week for employed persons aged 15-74 (LFS) by degree of attachment to the labour market, sex and age. Month 2005M01 - 2024M04",t
NAKUFaktMedArbtidK,"Average number of hours (actually) worked per week for employed persons aged 15-74 (LFS) by degree of attachment to the labour market, sex and age. Quarter 2005K1 - 2024K1",t
NAKUFaktMedArbtidAr,"Average number of hours (actually) worked per week for employed persons aged 15-74 (LFS) by degree of attachment to the labour market, sex and age. Year 2005 - 2023",t
NAKUSysselOkArbtidM,"Employed persons aged 15-74 (LFS) by working hours (by agreement) per week, sex and age. Month 2005M01 - 2024M04",t
NAKUSysselOkArbtidK,"Employed persons aged 15-74 (LFS) by working hours (by agreement) per week, sex and age. Quarter 2005K1 - 2024K1",t
NAKUSysselOkArbtidAr,"Employed persons aged 15-74 (LFS) by working hours (by agreement) per week, sex and age. Year 2005 - 2023",t
NAKUOkMedArbtidM,Average working hours (by agreement) per week for employed persons aged 15-74 (LFS) by sex and age. Month 2005M01 - 2024M04,t
NAKUOkMedArbtidK,Average working hours (by agreement) per week for employed persons aged 15-74 (LFS) by sex and age. Quarter 2005K1 - 2024K1,t
NAKUOkMedArbtidAr,Average working hours (by agreement) per week for employed persons aged 15-74 (LFS) by sex and age. Year 2005 - 2023,t
NAKUAnkSNI07TimM,"Number of hours actually worked per week for persons aged 15-74 (LFS) by degree of attachment to the labour market, industrial classification NACE Rev. 2.0 and sex. Month 2005M01 - 2024M04",t
NAKUAnkSNI07TimK,"Number of hours actually worked per week for persons aged 15-74 (LFS) by degree of attachment to the labour market, industrial classification NACE Rev. 2.0 and sex. Quarter 2005K1 - 2024K1",t
NAKUAnkSNI07TimAr,"Number of hours actually worked per week for persons aged 15-74 (LFS) by degree of attachment to the labour market, industrial classification NACE Rev. 2.0 and sex. Year 2005 - 2023",t
NAKUSysOkArbtSNI07M,"Employed persons aged 15-74 (LFS) by number of working hours (by agreement) per week, industrial classification NACE Rev. 2.0 and sex. Month 2005M01 - 2024M04",t
NAKUSysOkArbtSNI07K,"Employed persons aged 15-74 (LFS) by number of working hours (by agreement) per week, industrial classification NACE Rev. 2.0 and sex. Quarter 2005K1 - 2024K1",t
NAKUSysOkArbtSNI07Ar,"Employed persons aged 15-74 (LFS) by number of working hours (by agreement) per week, industrial classification NACE Rev. 2.0 and sex. Year 2005 - 2023",t
NAKUOkMedArbtSNI07M,Average number of working hours (by agreement) per week for employed persons aged 15-74 (LFS) by industrial classification NACE Rev. 2.0 and sex. Month 2005M01 - 2024M04,t
NAKUOkMedArbtSNI07K,Average number of working hours (by agreement) per week for employed persons aged 15-74 (LFS) by industrial classification NACE Rev. 2.0 and sex. Quarter 2005K1 - 2024K1,t
NAKUOkMedArbtSNI07Ar,Average number of working hours (by agreement) per week for employed persons aged 15-74 (LFS) by industrial classification NACE Rev. 2.0 and sex. Year 2005 - 2023,t
NAKUFranvOrsakNM,"Persons absent from work aged 15-74 (LFS)/hours of absence during the reference week by reason for absence, sex and age. Month 2005M01 - 2024M04",t
NAKUFranvOrsakNK,"Persons absent from work aged 15-74 (LFS)/hours of absence during the reference week by reason for absence, sex and age. Quarter 2005K1 - 2024K1",t
NAKUFranvOrsakNAr,"Persons absent from work aged 15-74 (LFS)/hours of absence during the reference week by reason for absence, sex and age. Year 2005 - 2023",t
NAKUFranvTidM,Absent employed persons and employees aged 15-74 (number and portion) during the reference week (the whole week and part of the week) in main job (LFS) by sex and age. Month 2005M01 - 2024M04,t
NAKUFranvTidK,Absent employed persons and employees aged 15-74 (number and portion) during the reference week (the whole week and part of the week) in main job (LFS) by sex and age. Quarter 2005K1 - 2024K1,t
NAKUFranvTidAr,Absent employed persons and employees aged 15-74 (number and portion) during the reference week (the whole week and part of the week) in main job (LFS) by sex and age. Year 2005 - 2023,t
NAKUFranvM,Absence from main job in the reference week (LFS) among employees aged 15-74 (persons and hours) by sex and age. Month 2005M01 - 2024M04,t
NAKUFranvK,Absence from main job in the reference week (LFS) among employees aged 15-74 (persons and hours) by sex and age. Quarter 2005K1 - 2024K1,t
NAKUFranvAr,Absence from main job in the reference week (LFS) among employees aged 15-74 (persons and hours) by sex and age. Year 2005 - 2023,t
NAKUArblosaTM,"Unemployed persons aged 15-74 (LFS) by duration of unemployment, sex and age. Month 2005M01 - 2024M04",t
NAKUArblosaTK,"Unemployed persons aged 15-74 (LFS) by duration of unemployment, sex and age. Quarter 2005K1 - 2024K1",t
NAKUArblosaTAr,"Unemployed persons aged 15-74 (LFS) by duration of unemployment, sex and age. Year 2005 - 2023",t
NAKUArblheltidstudM,Unemployed persons and of which full-time students aged 15-74 (LFS) by sex and age. Month 2001M01 - 2024M04,t
NAKUArblheltidstudK,Unemployed persons and of which full-time students aged 15-74 (LFS) by sex and age. Quarter 2001K1 - 2024K1,t
NAKUArblheltidstudAr,Unemployed persons and of which full-time students aged 15-74 (LFS) by sex and age. Year 2001 - 2023,t
NAKUArblosaTMvM,Average duration of unemployment and number of unemployed persons aged 15-74 (LFS) by sex and age. Month 2005M01 - 2024M04,t
NAKUArblosaTMvK,Average duration of unemployment and number of unemployed persons aged 15-74 (LFS) by sex and age. Quarter 2005K1 - 2024K1,t
NAKUArblosaTMvAr,Average duration of unemployment and number of unemployed persons aged 15-74 (LFS) by sex and age. Year 2005 - 2023,t
NAKUEjiarbkrOrsM,"Not in the labour force, number of persons aged 15-74 (LFS) by reason, sex and age. Month 2005M01 - 2024M04",t
NAKUEjiarbkrOrsK,"Not in the labour force, number of persons aged 15-74 (LFS) by reason, sex and age. Quarter 2005K1 - 2024K1",t
NAKUEjiarbkrOrsAr,"Not in the labour force, number of persons aged 15-74 (LFS) by reason, sex and age. Year 2005 - 2023",t
NAKUEjiarbkrOnsM,"Persons not in the labour force aged 15-74 (LFS) by wanting to work/being available for work, sex and age. Month 2005M01 - 2024M04",t
NAKUEjiarbkrOnsK,"Persons not in the labour force aged 15-74 (LFS) by wanting to work/being available for work, sex and age. Quarter 2005K1 - 2024K1",t
NAKUEjiarbkrOnsAr,"Persons not in the labour force aged 15-74 (LFS) by wanting to work/being available for work, sex and age. Year 2005 - 2023",t
NAKUAkrUtbudM,"Underutilized labour supply, number of persons aged 15-74 and hours (LFS) for unemployed, not fully employed and persons potentially looking for a job by sex and age. Month 2001M01 - 2024M04",t
NAKUAkrUtbudK,"Underutilized labour supply, number of persons aged 15-74 and hours (LFS) for unemployed, not fully employed and persons potentially looking for a job by sex and age. Quarter 2001K1 - 2024K1",t
NAKUAkrUtbudAr,"Underutilized labour supply, number of persons aged 15-74 and hours (LFS) for unemployed, not fully employed and persons potentially looking for a job by sex and age. Year 2001 - 2023",t
NAKUBefolkningLK,"Population aged 15-74 (LFS) by region, labour status and sex. Quarter 2005K1 - 2024K1",t
NAKUBefolkningLAr,"Population aged 15-74 (LFS) by region, labour status and sex. year 2005 - 2023",t
NAKUOkMedArbtidLK,Average working hours (by agreement) per week for employed persons aged 15-74 (LFS) by region and sex. Quarter 2005K1 - 2024K1,t
NAKUOkMedArbtidLAr,Average working hours (by agreement) per week for employed persons aged 15-74 (LFS) by region and sex. Year 2005 - 2023,t
NAKUSysselAnkLK,"Employed persons aged 15-74 (LFS) by region, degree of attachment to the labour market and sex. Quarter 2005K1 - 2024K1",t
NAKUSysselAnkLAr,"Employed persons aged 15-74 (LFS) by region, degree of attachment to the labour market and sex. Year 2005 - 2023",t
NAKUSysOkArbtidLAr,"Employed persons aged 15-74 (LFS) by region, working hours (by agreement) per week, sex and age. Year 2021 - 2023",t
NAKUArblosaTUtbnivAr,"Unemployed persons aged 15-74 (LFS) by duration of unemployment, level of education and sex. Year 2005 - 2023",t
NAKUBefUtbInriktnAr,"Population aged 15-74 (LFS) by labour status, field of education (SUN 2000) and sex. Year 2005 - 2023",t
NAKUBefUtbNivAr,"Population aged 15-74 (LFS) by labour status, level of education and sex. Year 2005 - 2023",t
NAKUOkMedArbtidUtbAr,Average number of working hours (by agreement) per week for employed persons aged 15-74 (LFS) by level of education and sex. Year 2005 - 2023,t
NAKUArblosTMvUtbniAr,Average duration of unemployment and number of unemployed persons aged 15-74 (LFS) by level of education and sex. Year 2005 - 2023,t
NAKUSysselUtbnivAr,"Employed persons aged 15-74 (LFS) by degree of attachment to the labour market, level of education and sex. Year 2005 - 2023",t
NAKUBefolkningJmfM,"Population aged 15-74 (LFS) by labour force status, sex, marital status and whether there are children living at home or not. Month 2005M01 - 2024M04",t
NAKUBefolkningJmfK,"Population aged 15-74 (LFS) by labour force status, sex, marital status and whether there are children living at home or not. Quarter 2005K1 - 2024K1",t
NAKUBefolkningJmfAr,"Population aged 15-74 (LFS) by labour force status, sex, marital status and whether there are children living at home or not. Year 2005 - 2023",t
NAKUFaktMedArbtJmfM,"Average of actual hours worked for persons aged 15-74 (LFS) with children living at home by marital status, sex and age of the youngest child. Month 2005M01 - 2024M04",t
NAKUFaktMedArbtJmfK,"Average of actual hours worked for persons aged 15-74 (LFS) with children living at home by marital status, sex and age of the youngest child. Quarter 2005K1 - 2024K1",t
NAKUFaktMedArbtJmfAr,"Average of actual hours worked for persons aged 15-74 (LFS) with children living at home by marital status, sex and age of the youngest child. Year 2005 - 2023",t
NAKUMedelvJmfM,"Employed perons aged 15-74 (LFS) by average of actual hours worked, hours of absence and overtime hours per week and share of full-time workers (main job) and also by sex, marital status and whether there are children living at home or not. Month 2005M01 - 2024M04",t
NAKUMedelvJmfK,"Employed perons aged 15-74 (LFS) by average of actual hours worked, hours of absence and overtime hours per week and share of full-time workers (main job) and also by sex, marital status and whether there are children living at home or not. Quarter 2005K1 - 2024K1",t
